,category,sub_category,techs
423,Collaboration,Document Management,"['G Suite' 'Google Drive' 'Microsoft Office 365' 'Microsoft Excel'
 'Drupal' 'Google Docs' 'Dropbox' 'Scribd' 'OneDrive' 'Box' 'Bitrix24'
 'Joomla' 'Quip' 'ShareFile' 'EMC Documentum' 'Adobe Document Cloud'
 'Diigo' 'AirWatch' 'BSI Knowledge Manager' 'Microsoft OneNote'
 'dot compliance' 'Drooms' 'MangoApps' 'DocuWare' 'Cloud CMS'
 'SDL BeGlobal' 'Elium' 'SlideShare' 'DocSend' 'Laserfiche' 'Seismic'
 'Huddle' 'Carbonite' 'OnBase' 'Bluebeam Revu' 'SeamlessGov' 'Simplenote'
 'Automation Studio' 'Optimizely CMS' 'iCloud' 'Brandfolder' 'Planio'
 'MasterControl' 'OnePlace' 'M-Files' 'RightSignature' 'SendThisFile'
 'Intralinks VIA' 'OwnCloud' 'SmartVault' 'Firmex Virtual Data Room'
 'PinPoint' 'ONLYOFFICE' 'Agiloft' 'PandaDoc' 'HotDocs' 'Hubdoc' 'Esker'
 'IT Glue' 'Nitro Cloud' 'Oracle Universal Content Management (UCM)'
 'Docker hub' 'Tresorit' 'Oracle WebCenter Content' 'Nuxeo' 'eFileCabinet'
 'CloudApp' 'Filestack' 'Templafy' 'Arena QMS' 'IBM Case Manager'
 'Zoho Docs' 'EtQ Document Control Software' 'Content Central' 'Ftopia'
 'IntelligenceBank Knowledge Management' 'Ephesoft' 'Clinked'
 'EMC Captiva' 'NetDocuments' 'Process Street' 'Qualio Life Sciences QMS'
 'PaperSave' 'Noodle' 'CCleaner' 'Glip' 'Projectplace by Planview'
 'Bloomfire' 'GoCanvas' 'GoAnywhere MFT' 'PHC FX' 'Bonzai' 'Onehub'
 'Alfresco One' 'KnowledgeOwl' 'AODocs' 'OnSemble Intranet Portal'
 'Glasscubes' 'Smokeball' 'Automation Anywhere IQ Bot'
 'Conga Document Generation' 'Contract Logix' 'LEAP'
 'OpenText Documentum for Life Sciences' 'HyperOffice' 'XMediusFAX'
 'DocStar AP Automation' 'iMeet Central' 'CapLinked' 'Syncplicity'
 'GenieBelt' 'UniPhi' 'Logikcull' 'Zoho Writer' 'Synergis Adept'
 'Workshare' 'PostScan Mail' 'eXo Platform' 'Pocket Scanner'
 'ContractWorks' 'Fluix' 'WebMerge' 'VelocityEHS'
 'IBM Rational Publishing Engine' 'Legal Files' 'OpenText Cordys'
 'Lexbe eDiscovery Platform' 'OpenText Documentum xCP' 'RELAYTO' 'Shelf'
 'FileInvite' 'Dokmee' 'Samepage' 'Oracle WebCenter Imaging'
 'Click2Mail Mailing Online' 'Windward Solution'
 'iDeals Virtual Data Room' 'PinPoint DMS' 'CANEA ONE' 'FoxIt PhantomPDF'
 'Soonr Workplace' 'Apple Numbers' 'Daptiv PPM' 'FileHold DMS'
 'CobbleStone Software' 'LogicalDOC' 'Autonomy Records Manager'
 'Datto Backupify' 'CVISION' 'VirtualViewer'
 'Contract Logix Enterprise Edition' 'Contract Logix Professional' 'Octiv'
 'InLoox now! Web App' 'Document Locator' 'Nuance eScription' 'Sertifier'
 'Vitrium Systems' 'SalesHandy' 'XaitPorter' 'WatchDox'
 'Agreement Express' 'DocFinity' 'HospitalPortal.net' 'Everteam ECM'
 'S-Docs' 'Tractis Contracts' 'FOLDERIT' 'ASC Documents' 'Evoq Content'
 'Prevail' 'XIA Configuration' 'CogniDox' 'Orcanos e-DMS' 'LegalWorks'
 'Storyworks On Demand' 'NextProcess' 'Finelink 2.0' 'EditionGuard'
 'Intranet DASHBOARD' 'AwardSpring' 'Docassist' 'SearchExpress' 'Webmedx'
 'Revv' 'Qualityze Audit System' 'Communifire' 'CaptureFast'
 'Documill Dynamo' 'isoTracker Document Control' 'KBase for Outlook'
 'Precurio' 'Parley Pro' 'Creativity 365' 'Soda PDF Anywhere'
 'eScription One' 'Expiration Reminder' 'Smallpdf'
 'Oracle Webcenter Content Server' 'Feith Systems' 'LiveHive'
 'Centreviews' 'PowerFolder' 'Beakon' 'PaperTracer' '2imagine web2print'
 'OneSoft Connect' 'Nitro Productivity Suite' 'Chronos Workflow'
 'Ontrack Workflow' 'vBoxxCloud' 'Projectfusion' 'Conterra FIM'
 'Nuance PaperPort' 'Volerro' 'Agree-n-Sign' 'Safelink Data Rooms' 'EQMS'
 'ProjecTools Documents' 'Legal Suite' 'Inforama' 'EADOC' 'Methodologee'
 'Stellar Library' 'Business Driver' 'Agilewords' 'HeadsUp' 'EasyPQQ'
 'FactBox' 'Knowledge Vault' 'DocuFirst' 'SimpleECM' 'eStudio'
 'Zoho Notebook' 'CloudPointe' 'BoardMax' 'OpenText Inovisworks'
 'RealPage OneSite Document Management' 'eFormsPilot' 'InAct']"
424,Collaboration,Collaborative Calendars,"['Wix' 'Google Calendar' 'Acuity Scheduling' 'MINDBODY' 'Forecast'
 'monday.com' 'SimplyBook.me' 'Verizon WORK' 'Setmore' 'UpKeep' 'Time.ly'
 'Teem (formerly EventBoard)' 'Schedulicity' 'Wrike' 'Square Appointments'
 'Deputy' 'TimeTap' 'Bookeo' 'Jobber' 'Genbook' 'Housecall Pro'
 'Chili Piper' 'Teamup Calendar' 'TimeTrade' 'CalendarWiz' 'Full Slate'
 'Doodle' 'Appointy' 'WellnessLiving' 'Bookwhen' 'FullCalendar' 'CakeHR'
 'ScheduleOnce' 'ServiceTitan' 'When I Work' 'vCita Business App'
 'Reservio' 'Skyword' 'UpTo' 'MIDAS' 'MyTime' 'ServiceMax' 'SuperSaaS'
 '10to8' 'Bookafy' 'Skedda' 'Connecteam' 'bookingkit' 'Kitomba'
 'HotSchedules' '7Shifts: For Restaurants' 'booxi' 'simPRO Software'
 'Regiondo' 'Booker Software' 'Resource Guru' 'Vonigo' 'Fantastical'
 'Cronofy' 'Fergus' 'Resource Central' 'mHelpDesk' 'Shiftboard'
 'FlexyBeauty' 'Planday' 'WhenToWork' 'iCal' 'Coconut Software' 'Skedulo'
 'BlueFolder' 'Visibook' 'Appoint.ly' 'YellowSchedule' 'Kickserv' 'Favro'
 'Joblogic' 'Freedcamp' 'Saviom Resource Management' 'Tradify' 'Ganttic'
 'Sunsama' 'HyperOffice' 'Push Operations' 'BookingBug' 'Bookinglayer'
 'Setster' 'BookSteam' 'Fitli' 'FieldAware' 'Timely' 'Gantter' 'eM Client'
 'Wintac' 'RazorSync' 'ServiceTrade Commercial' 'Appointment Reminder'
 'Synerion' 'WorkWave Route Manager' 'KEY2ACT' 'AppointmentPlus' 'GeoOp'
 'Findmyshift' 'TimeForge' 'Synchroteam' 'DivvyHQ' 'EventPro Planner'
 'HarmonyPSA' 'BusyCal' 'Streamtime' 'ScheduleAnywhere' 'Ops Calender'
 'Ximble' 'TimeCamp' 'FieldEZ' 'Omnify' 'Fruux' 'Robin' 'ContactOffice'
 'Meekan' 'CalendarX' 'Micro Focus GroupWise' 'hitAppoint' 'allcal'
 'IFS Field Service Management' 'Statii' 'Pro Schedule'
 'Boomerang Calendar' 'Float' 'SutiHR' 'Orbital Shift' 'ATOMIZED'
 'MagnaPass' 'Amidship' 'Jobi' 'Branch Messenger' 'Kin Calendar'
 'Calendars5' 'Event Staff App' 'CalReply' 'MeetingPlanner.io'
 'AppointmentSMS.com' 'Braid' 'Odyssee Service' 'Approved Contact'
 'Markodojo' 'AcuScheduler' 'eStudio' 'Shift Agent' 'Calogic' 'ComOps'
 'InfoCDB' 'Creedenz CXM' 'Staffvelox' 'Campaign Calendar' 'Bunch']"
425,Collaboration,Instant Messaging And Chat,"['G Suite' 'Slack' 'Zendesk' 'Zoho Mail' 'Intercom' 'Microsoft Teams'
 'Skype' 'Tidio' 'Snapchat' 'LiveChat' 'Zoho SalesIQ' 'Podium' 'Drift'
 'Bitrix24' 'Crisp' 'Salesforce Service Cloud' 'Wire' 'Freshchat'
 'Workplace by Facebook' 'LiveAgent' 'Stride' 'Smartsupp Live Chat'
 'GetSiteControl' 'Wix Answers' 'Re:amaze' 'Zoho Desk'
 'Skype for Business' 'Userlike Live Chat' 'SnapEngage' 'Zimbra' 'Five9'
 'Podio' 'Kayako' 'Elium' 'Provide Support' 'Comm100 Live Chat' 'Jive'
 'RumbleTalk' 'Front' 'HipChat' 'Genesys PureCloud' 'Hall'
 'giosg Live Chat' 'Beekeeper' 'HelpCrunch' 'Pure Chat' 'CallPage'
 'LiveHelpNow' 'Chaport' 'Chatlio' 'Rocket.Chat' 'Topi' 'Helpshift'
 'OnePlace' 'SocialBoost' 'LivePerson' 'Diligent Messenger' 'Whisbi'
 'HappyFox Chat' 'Quire' 'eBLVD Online Meetings' 'WhosOn' 'REVE Chat'
 'iAdvize' 'Convo' 'Mattermost' 'SAP Jam' 'inSided' 'Nextiva' 'Velaro'
 'LiveCall' 'Zoho Meeting' 'SendBird' 'Chatbox' 'Jumplead' 'ChatWork'
 'Onstream Webinars' 'Clinked' 'HelpOnClick Live Chat Software'
 'Heymarket' 'Subiz' 'Noodle' 'Cotap' 'Glip' 'Hibox' 'Zingle' 'TextUs'
 'Solvemate' 'ProProfs Chat' 'UJET' 'Zoho Connect' 'LiveHelp'
 'eXo Platform' 'IMsupporting' 'Quiq Messaging' 'Bold360' 'Taskworld'
 'AsisteClick' 'Flock - Helloflock.com' 'Azendoo' 'hellomybot' 'SnapComms'
 'Adsoup Sales' 'Zyncro' 'TeamWox' 'Sameroom' 'Minsh' 'Chatfuel'
 'Zoho Cliq' 'JivoChat' 'Acquire' 'Communifire' 'Precurio' 'Responcierge'
 'Callmaker' 'Cugic' 'StrikeBase' 'Acobot' 'Nefsis' 'NABD System'
 'Team on the Run' 'PlanDone' 'Bolste' 'Sellsy Teamwork' 'Cingo'
 'cingo.me' 'MOOVIA' 'Chat Outsource' 'viCloning' 'Powermemo'
 'CD Messenger' 'EasyGrouper' 'WaitronBot']"
426,Collaboration,Productivity,"['Slack' 'Microsoft Office 365' 'Microsoft Excel' 'Microsoft Word'
 'Google Docs' 'JIRA Software' 'Microsoft Powerpoint'
 'Atlassian Confluence' 'Trello' 'pocket' 'Asana' 'Airtable' 'Inkscape'
 'Quip' 'Wire' 'SAPENTA' 'monday.com' 'mite' 'Evernote' 'Wordle'
 'Evernote Business' 'MangoApps' 'Elium' 'Teamup Calendar' 'Huddle'
 'Front' 'Canvas LMS' 'Diligent Boards' 'Webydo' 'I Done This' 'Promapp'
 'Atmail' 'Zoho Docs' 'Coffitivity' 'PieSync' 'AnswerHub' 'EndNote'
 'Ftopia' 'ActiveCollab' 'Loomio' 'MyHub Intranet' 'Mentimeter'
 'SpiraTeam' 'Glip' 'Unily' 'Bloomfire' 'Zoho Show' 'Hygger' 'Wunderlist'
 'Todoist' 'Wimi' 'Webgility Unify Online' 'Highfive' 'Favro'
 'OnSemble Intranet Portal' 'BetterWorks' 'Workboard' 'Jostle'
 'HyperOffice' 'Sapience' 'Zoho Connect' 'Socialtext' 'ActivTrak'
 'Producteev' 'Paymo' 'Hohli' 'todo.vu' 'inMotion' 'Teamweek'
 'Planbox Work' 'Planbox Innovate' 'Azeus Convene' 'Annotary' 'FileInvite'
 'Samepage' 'Directorpoint' 'RationalPlan' 'Sitrion ONE' 'ProcedureFlow'
 'Soonr Workplace' 'Flock - Helloflock.com' 'Azendoo' 'SocialChorus'
 'MindManager' 'MeetingKing' 'ProtoShare' 'Webinato' 'Cloud Coach'
 'Workgroups DaVinci' 'DeskAway' 'Comindwork' 'Teramind' 'StatPlanet'
 'Streamtime' 'Lovely Charts' 'Projecturf' 'Now Assistant' 'TimeCamp'
 'ProofHub' 'Productive' 'Vitalist'
 'SYNCHRO Notes and Crew (formerly NoteVault)' 'Springpad' 'Geekbot'
 'WorkPuls' 'VisionFlow' 'PROS Smart CPQ' 'Broadsoft Team-One' 'Zoho Cliq'
 'OmniFocus' 'Intranet DASHBOARD' 'Weekdone' 'Any.do' 'Function Point'
 'Gluu.biz' 'Precurio' 'Actionspace' 'Creativity 365' 'RESULTS.com'
 'Pentalogic WorldTime' 'oneDrum' 'Bolste' 'Taskfeed'
 'InterWeave Salesforce.com integration with Quickbooks'
 'InterWeave SugarCRM integration with Quickbooks' 'Boomr' 'Allocable'
 'Methodologee' 'Getquantify' 'Twords' 'GlobiMail for Podio' 'Appranet'
 '9TEAMS' 'Tipbit' 'CD Messenger' 'OmniContext Personal Analytics'
 'Manage It' 'Xehon' 'EmailPet' 'Objectiveli' 'Quartz QMS']"
427,Collaboration,Knowledge Management,"['Wix' 'Zendesk' 'Atlassian Confluence' 'Freshworks' 'Bitrix24'
 'TalentLMS' 'Quip' 'Salesforce Service Cloud' 'monday.com' 'LiveAgent'
 'Onna' 'Yammer' 'KANA Express' 'Wix Answers' 'Re:amaze' 'Zoho Desk'
 'IdeaScale' 'MangoApps' 'SkyPrep' 'UserVoice' 'Elium' 'Gitbook' 'Jive'
 'ProProfs Training Maker' 'ProProfs Knowledge Base' 'Planio' 'Flowlu'
 'HappyFox' 'Igloo Software' 'Helpjuice' 'Twine' 'EdCast' 'Inbenta'
 'Thought Industries' 'Nuxeo' 'RFPIO' 'Slab' 'Enable LMS' 'Answerbase'
 'Qhub' 'MindTouch' 'Zingtree' 'soLearn' 'AnswerHub' 'Ftopia'
 'Cherwell Service Management' 'XWiki'
 'IntelligenceBank Knowledge Management' 'Plek' 'Vivantio Pro' 'Talisma'
 'Clinked' 'MyHub Intranet' 'Hippo Video' 'iorad' 'SABIO' 'Document360'
 'Obindo' 'Unily' 'Bloomfire' 'Zoho Wiki' 'KronoDesk' 'Yonyx'
 'UseResponse' 'VidGrid' 'Litmos LMS' 'Happeo' 'KnowledgeOwl'
 'Stack Overflow for Teams' 'Favro' 'Helprace' 'Panviva' 'Elucidat'
 'iMeet Central' 'Zoho Connect' 'eXo Platform' 'EduBrite' 'Spoke'
 'Planbox Innovate' 'Inmagic Presto' 'SmarterU LMS' 'Mingdao.com'
 'ScreenSteps' 'Shelf' 'Geenio' 'Tallium Network' 'Poka' 'ProcedureFlow'
 'Flock - Helloflock.com' 'TOPYX' 'SocialChorus' 'ClickHelp'
 'ComAround Knowledge' 'Keeeb' 'Alloy Navigator' 'Smartlogic Semaphore'
 'Qontext' 'TallyFox Tallium' 'VisionFlow' 'Intranet DASHBOARD' 'Archbee'
 'C2 ATOM' 'Honey' 'Skillmeter' 'Way We Do' 'Liberty' 'Communifire'
 'livepro Knowledge Management' 'KBase for Outlook' 'Dezide' 'Precurio'
 'Actionspace' 'Calls9 Knowledge Plus' 'Universal Knowledge' 'BoostHQ'
 'Foresight Intelligence Center' 'Crowdbase' 'LumoFlow'
 'KeyStone OnDemand' 'HelpMaster' 'Methodologee' 'careerpassport' 'Acknow'
 'Lessons Learned Database' 'OpenText Decisiv' 'NanoNotion' 'eStudio'
 'ShowHows' 'InfoCDB' 'Objectiveli']"
428,Collaboration,File Sharing,"['G Suite' 'Slack' 'Google Drive' 'Microsoft Office 365' 'Dropbox'
 'Cloudinary' 'Citrix ShareFile' 'Scribd' 'PixaBay' 'OneDrive' 'Box'
 'Microsoft OneDrive' 'ShareFile' 'Egnyte' 'Wire' 'Adobe Document Cloud'
 'Microsoft OneNote' 'MangoApps' 'OpenText Hightail' 'Elium' 'SlideShare'
 'Azure Files' 'Huddle' 'Front' 'HipChat' 'Hall' 'Beekeeper' 'SeamlessGov'
 'Jupyter' 'iCloud' 'Microsoft OneDrive for Business' 'Lucidpress'
 'Transloadit' 'SendSpace' 'M-Files' 'Igloo Software' 'SendThisFile'
 'Intralinks VIA' 'OwnCloud' 'Firmex Virtual Data Room' 'WeTransfer'
 'Bynder' 'BetterCloud for Google Apps' 'Tresorit' 'eFileCabinet'
 'CloudApp' 'dotloop' 'Filestack' 'Zoho Docs' 'MOVEit' 'pCloud' 'Ftopia'
 'Uploadcare' 'Accellion' 'Clinked' 'MyHub Intranet' 'IBM Aspera'
 'RealtimeBoard' 'ShareVault' 'Noodle' 'Glip' 'Magentrix Communities'
 'FTAPI' 'Folloze' 'GoAnywhere MFT' 'VidGrid' 'Onehub' 'Wimi' 'JustCloud'
 'Glasscubes' 'DropSend' 'CapLinked' 'Syncplicity'
 'Cortado Corporate Server' 'Workshare' 'OurRecords' 'eFax Corporate'
 'BrickFTP' 'MyPC Backup' 'Brainloop Secure Dataroom' 'FileInvite'
 'Dokmee' 'Samepage' 'Directorpoint' 'DeliverySlip'
 'Cleo Integration Cloud' 'Droplr' 'Flock - Helloflock.com'
 'Soonr Workplace' 'Compuware File-AID' 'BlackBerry Workspaces' 'Binfer'
 'WatchDox' 'Nomadesk' 'TallyFox Tallium' 'ZipCloud' 'Micro Focus Filr'
 'Citrix Content Collaboration' 'Zoho Cliq' 'FileSpin.io' 'Crate'
 'HighQ Dataroom' 'globaledit' 'Creativity 365' 'Forwardai'
 'Team on the Run' 'Backup Genie' 'VeryConnect' 'bSource' 'TDSmaker'
 'Sellsy Teamwork' 'vBoxxCloud' 'Bolste' 'Volerro' 'iWeb FTP'
 'Stellar Library' 'SugarSync' 'NetApp Common Internet File System'
 'PrizmDoc Viewer' 'CD Messenger' 'BlueFiles' 'CloudPointe' 'InfoCDB']"
429,Collaboration,Applications Suite,"['G Suite' 'Microsoft' 'Microsoft Office 365' 'JIRA Software' 'Trello'
 'NetSuite' 'iBE.net' 'MINDBODY' 'Qlik Sense' 'Odoo CRM' 'LiveStream'
 'SAP Business One' 'Zoho CRM Plus' 'monday.com' 'Micro Focus' 'Workfront'
 'BizAutomation' 'Wrike' 'Housecall Pro' 'PICS' 'Software AG'
 'WellnessLiving' 'Insightly' 'vCita Business App' 'RingCentral Office'
 'Reservio' 'Accelo' 'Flowlu' 'Zoho One' 'Omono' 'FreshBooks'
 'Practice Ignition' 'Kitomba' ""bpm'online studio"" 'Booker Software'
 'ProfitStars' 'ActiveCollab' 'mHelpDesk' 'WORKetc CRM' 'Noodle' 'AMPPS'
 'PHC FX' 'Favro' 'Kintone' 'Zoho Office Suite' 'Scoro' 'Ninox'
 'BookSteam' 'Clubworx' 'River Logic' 'Timely' 'VelocityEHS' 'todo.vu'
 'Divvy' 'Metric.ai' 'LivePlan' 'OfficeTools' 'Synergy' 'WinWeb'
 'HarmonyPSA' '24SevenOffice' 'Altiris IT Management Suite' 'Logicbox'
 'Vorex PSA' 'airfocus' 'TimeCamp' 'BlueCamroo' 'Geekbot' 'ExxpertApps'
 'Ecount ERP' 'Sage Business Cloud Financials' 'Applane for Business'
 'Kohezion' 'Amidship' 'Results CRM' 'Caflou' 'AllProWebTools'
 'OneSoft Connect' 'QuickEasy BOS' 'Google Apps Reseller' 'OfficeBooks'
 'InPhase' 'Powermemo' 'Hubble' 'BusinessMan CRM' 'MYCO Suite' 'eStudio'
 'LogixPath Operations Management' 'Wylie Business System' 'Planner Dale']"
430,Collaboration,Internal Communications,"['Slack' 'Bitrix24' 'Vibe' 'Wire' 'monday.com' 'Beekeeper'
 'Igloo Software' 'Mattermost' 'Twine' 'SendBird' 'Staffbase' 'Clinked'
 'MyHub Intranet' 'Our People' 'Obindo' 'Glip' 'Unily' 'Happeo' 'Favro'
 'OnSemble Intranet Portal' 'Jostle' 'Spoke' 'Interact' 'ThoughtFarmer'
 'Flock - Helloflock.com' 'WebHR' 'SnapComms' 'Rave Guardian' 'Zoho Cliq'
 'Communifire' 'Office Chat' 'Ytel Platform']"
431,Collaboration,Collaborative Whiteboards,"['Miro' 'Moqups' 'Conceptboard' 'Jamboard' 'Stormboard' 'AWW'
 'Sketchboard' 'Limnu' 'Ziteboard' 'Scribblar' 'Microsoft Whiteboard'
 'Vyew' 'Lucidspark' 'Unlimited Conferencing' 'VIA3' 'Ayoa' 'Deekit'
 'Collaboard' 'Voxwire' 'Deskle' 'Groupboard' 'Rye Board' 'Tamashare'
 'Smoothboard Air' 'SMART for business']"
432,Collaboration,Document Control,"['MasterControl' 'HotDocs' 'EtQ Document Control Software'
 'Content Central' 'PageProof' 'FileInvite' 'Document Locator'
 'isoTracker Document Control' 'isoTracker Complaints Management']"
433,Platform And Storage,Data Management And Storage,"['Tableau Software' 'Segment' 'Algolia' 'Airtable' 'Veritas' 'ShareFile'
 'Microsoft SQL Server Integration Services' 'Egnyte' 'Zoho Forms'
 'Prometheus' 'Alteryx' 'Amazon Kinesis' 'AWS Data Pipeline' 'OpenText'
 'Microsoft Azure Functions' 'LiveRamp IdentityLink' 'SAS ETL'
 'MozyPro Cloud Backup' 'AddSearch' 'SAP Data Migration'
 'OpenText Actuate Information Hub' 'Sisense' 'Caspio' 'Sonian' 'Salsify'
 'Tealium IQ' 'SAP Data Maintenance for ERP by Vistex' 'TIBCO Rendezvous'
 'Workato' 'Intralinks VIA' 'Firmex Virtual Data Room'
 'Microsoft Azure Data Catalog' 'GovQA' 'SAP Data Quality Management'
 'CrashPlan' 'Rubrik' 'AWS Service Catalog' 'OLAP Reporting Tool'
 'Worksheet Systems' 'ActiveTrail' 'AWS Lake Formation' 'NextRequest'
 'Zoho Sheet' 'Panoply' 'webMethods Broker'
 'Amazon Kinesis Data Analytics' 'HPE Server Automation' 'Qualifio'
 'Sequel Pro' 'Oracle WebCenter Sites' 'JustFOIA' 'PieSync' 'Mist'
 'AWS Database Migration Service' 'PTC Windchill PDMLink'
 'TrueCommerce EDI' 'Natural for Mainframe' 'Pyramid' 'SAS DataFlux'
 'Nektar' 'Amazon Aurora Serverless' 'Oracle Enterprise Data Management'
 'BigID' 'Cloudingo' 'Dataedo' 'Apache HUDI' 'CRG Re-Formatter'
 'Livedrive' 'Q-Pulse QMS' 'SAP Data Maintenance Resources by Vistex'
 'IBM Spectrum Scale' 'Qubole Data Service' 'AWS Cloud Data Migration'
 'FTAPI' 'Amazon Kinesis Data Firehose' 'Onehub' 'Oracle Customer Hub'
 'AWS DataSync' 'Datameer' 'Ebsta' 'OpenData' 'Resilio Connect' 'Syniti'
 'Immuta' 'Syncplicity' 'IBM Clinical Development' 'SOS Online Backup'
 'TeamDesk' 'ZeroBounce' 'FastField' 'VelocityEHS' 'Cloudera Navigator'
 'Apache Calcite' 'MANTA UniBed Lineage Platform' 'ePACT' 'MyPC Backup'
 'Brainloop Secure Dataroom' 'Software AG EntireX' 'Commvault Hyperscale'
 'ManageEngine ADAudit Plus' 'Solix Common Data Platform' 'AWS Outposts'
 'StreamSets DataOps Platform' 'Octopai' 'Amazon Cloud Directory'
 'Hosted Elasticsearch' 'TIBCO Foresight' 'Surveyi2i' 'AWS Migration Hub'
 'AWS Server Migration Service' 'IBM QSAM' 'Applimation'
 'Dell EMC AppSync' 'MetaCenter' 'Skyvia' 'Teradata Active EDW' 'ThinkLP'
 'Okera' 'Informatica B2B Data Exchange' 'Fastback DR' 'ZipCloud' 'Grepsr'
 'Zed Axis' 'ASG Data Intelligence' 'Docparser' 'CA Repository'
 'CloverETL' 'EasyMorph' 'SpatialKey' 'HighQ Dataroom' 'Elmo Solutions'
 'LabCollector' 'Epicor DataFlo' 'Amazon CloudEndure Migration'
 'AWS Application Discovery Service' 'Micro Focus IDOL Connectors'
 'Cloudfinder Backup for Google Apps' 'Cloudfinder Backup for Salesforce'
 'GridTools' 'Informatica Application Retirement' 'PoolParty' 'Castor'
 'Micro Focus ControlPoint' 'Yurbi' 'Workday Data-as-a-Service'
 'TIBCO Netrics' 'Backup Genie' 'CA Compress' 'HPE Ezmeral Data Fabric'
 'Clicksweeper' 'Projectfusion' 'SAP Data Maintenance Pricing by Vistex'
 'Avnio RFx' 'CloudHero' 'Safelink Data Rooms' 'Presynct_OnDemand'
 'AWS Import/Export Snowball' 'TIBCO Patterns' 'One Click Commissions'
 'Launchcloud' 'CA XCOM Data Transport'
 'Micro Focus Structured Data Manager' 'webMethods ActiveTransfer'
 'Software AG Com-plete' 'AWS Elemental Conductor'
 'JAGGAER Data Intelligence' 'Tipbit' 'ECGridOS' 'ZAP Data Hub'
 'Oracle Fusion Customer Hub' 'Micro Focus Databridge'
 'Novell Data Synchronizer' 'ZoomInfo OperationsOS'
 'Talend Data Integrity & Governance' 'Lumada Data Catalog' 'SmartManage'
 'Axway 5 Suite' 'Informatica Data Warehouse Advisor' 'erwin Data Catalog']"
